Name,Type,Address,Contact,Note,zip,gcode,lat,lon
Solutions PAIP,Partner Abuse Intervention Services,"11740 S Western Ave Chicago, IL 60643",Phone: (312) 241-3761 TTY: None Fax: (773) 840-4844,Conducts Men's Partner Abuse Intervention assessment and groups in English.  Contact Dr. Audra Rowe.,60643,"11740, South Western Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.6796549,-87.6811459
Universal Family Connection,Partner Abuse Intervention Services,"1350 W 103rd St Chicago, IL 60643",Phone: (773) 881-1711 TTY: None Fax: (773) 881-3379,Conducts Men's and Women's Partner Abuse Intervention assessments and groups in English. Contact Dr. Rodney Harris.,60643,"1350-1402, West 103rd Street, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.7070954,-87.65725747140715
Mujeres Latinas En Accion,Rape Crisis Center,"2124 W. 21st Place Chicago, IL 60608",TTY: None  Toll Free: (888) 293-2080,"Rape Crisis Centers provide free and confidential crisis intervention services, counseling and advocacy for victims of sexual assault and their significant others.",60608,"2124, West 21st Place, Pilsen, Lower West Side, Chicago, Cook County, Illinois, 60608, United States",41.8533112,-87.67941729727677
YWCA Metropolitan Chicago Cynthia B. Lafuente Center,Rape Crisis Center,"2754 W. Fullerton Ave. Chicago, IL 60647",TTY: None  Toll Free: (888) 293-2080,"Rape Crisis Centers provide free and confidential crisis intervention services, counseling and advocacy for victims of sexual assault and their significant others. Serves Chicago Loop.",60647,"2752-2754, West Fullerton Avenue, Maplewood, Logan Square, Chicago, Cook County, Illinois, 60647, United States",41.9251413,-87.69710042486346
YWCA Metropolitan Chicago Laura Parks and Mildred Francis Center,Rape Crisis Center,"6600 S. Cottage Grove Ave. Chicago, IL 60637",TTY: None  Toll Free: (888) 293-2080,"Rape Crisis Centers provide free and confidential crisis intervention services, counseling and advocacy for victims of sexual assault and their significant others. Chicago neighborhoods of Englewood, Woodlawn, Grand Boulevard, South Shore, Chatham, Avalon Park, Ashburn, Auburn Gresham, Beverly, Kenwood, Washington Park, South Chicago, Hyde Park.",60637,"6600, South Cottage Grove Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",41.774835,-87.605917
YWCA Metropolitan Chicago Roseland Center,Rape Crisis Center,"839 W. 115th Street Chicago, IL 60643",TTY: None  Toll Free: (888) 293-2080,"Rape Crisis Centers provide free and confidential crisis intervention services, counseling and advocacy for victims of sexual assault and their significant others. Chicago neighborhoods of Logan Square, Wicker Park and Humboldt Park.",60643,"839, West 115th Street, Placerdale, West Pullman, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.684981534792215,-87.64352905465144
A Safe Haven,Recovery Residence - Recovery Home,"2750 W Roosevelt Rd Chicago, IL 60608",Phone: (773) 435-8424 TTY: None,"Population: Adult Male and Female MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60608,"A Safe Haven Foundation, 2750, West Roosevelt Road, North Lawndale, Chicago, Cook County, Illinois, 60608, United States",41.8671317,-87.69501823748114
"Ashunti Residential Management Systems, Inc.",Recovery Residence - Recovery Home,"4944 W Huron St Chicago, IL 60644",Phone: (773) 379-6981 TTY: None,"Population: Adult Female MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60644,"4944, West Huron Street, Moreland, Austin, Chicago, Cook County, Illinois, 60644, United States",41.89335405,-87.74998766207639
"Brighter, Behavior, Choices Inc., NFP",Recovery Residence - Recovery Home,"6525 S Campbell Ave Chicago, IL 60629",Phone: (773) 434-5526 TTY: None,"Population: Adult Female MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60629,"6525, South Campbell Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",41.7748089,-87.68566984116488
"Cornell Interventions, Inc.",Recovery Residence - Recovery Home,"5700 S Wood St Chicago, IL 60636",Phone: (773) 737-4600 TTY: None,Population: Adult Male and Female MAT Treatment: Methadone Funding: Funded,60636,"5700, South Wood Street, Drexel Estate, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",41.79020475,-87.6696697074224
Cornerstone Recovering Community,Recovery Residence - Recovery Home,"11001 S Wentworth Ave Chicago, IL 60628",Phone: (773) 909-2424 TTY: None,Population: Adult Male MAT Treatment: Buprenorphine Funding: Unfunded,60628,"11001, South Wentworth Avenue, Roseland, Chicago, Lake Township, Cook County, Illinois, 60628, United States",41.6941635,-87.62744696295013
Cornerstone Recovering Community,Recovery Residence - Recovery Home,"28 W 113th Pl Chicago, IL 60628",Phone: (773) 821-8608 TTY: None,Population: Adult Male MAT Treatment: Buprenorphine Funding: Unfunded,60628,"28, West 113th Place, Roseland, Chicago, Lake Township, Cook County, Illinois, 60628, United States",41.6883271,-87.62405264733238
"Elite Houses of Sober Living, Inc.",Recovery Residence - Recovery Home,"6830 S Talman Ave Chicago, IL 60629",Phone: (773) 994-8353 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60629,"6830, South Talman Avenue, Chicago Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",41.76910375,-87.68974282287002
"Elite Houses of Sober Living, Inc.",Recovery Residence - Recovery Home,"1236 W 72nd Pl Chicago, IL 60636",Phone: (773) 994-8353 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60636,"1236, West 72nd Place, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",41.76250105,-87.6555247570416
"Elite Houses of Sober Living, Inc.",Recovery Residence - Recovery Home,"1428 Edgewood Ave Chicago Heights, IL 60411",Phone: (312) 515-3092 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60411,"1428, Edgewood Avenue, Indian Hill, Chicago Heights, Bloom Township, Cook County, Illinois, 60411, United States",41.50552689725279,-87.64617003478115
"Elite Houses of Sober Living, Inc.",Recovery Residence - Recovery Home,"74 W 15th St Chicago Heights, IL 60411",Phone: (312) 515-3092 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60411,"74, West 15th Street, Indian Hill, Chicago Heights, Bloom Township, Cook County, Illinois, 60411, United States",41.50418145602272,-87.64425847542738
"Gateway Foundation, Inc.",Recovery Residence - Recovery Home,"1706 N Kedzie Avenue Chicago, IL 60647",Phone: (773) 227-2158 TTY: None,Population: Adult Male and Female MAT Treatment: Buprenorphine Funding: Funded,60647,"1706, North Kedzie Avenue, Humboldt Park, Chicago, Cook County, Illinois, 60647, United States",41.912319600000004,-87.70716477138468
"Habilitative Systems, Inc.",Recovery Residence - Recovery Home,"550 N Pine Ave Chicago, IL 60644",Phone: (773) 552-7738 TTY: None,Population: Adult Female MAT Treatment: Injectable Naltrexone Funding: Funded,60644,"550, North Pine Avenue, Beat 2532, Austin, Chicago, Cook County, Illinois, 60644, United States",41.890228145933314,-87.7634929217407
Hardin House,Recovery Residence - Recovery Home,"7249 S Saint Lawrence Ave Chicago, IL 60619",Phone: (773) 874-3774 TTY: None,"Population: Adult Female MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60619,"7249, South Saint Lawrence Avenue, Greater Grand Crossing, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",41.76253465,-87.61007303024553
"Healthcare Alternative Systems, Inc.",Recovery Residence - Recovery Home,"1866 North Milwaukee Ave Chicago, IL 60647",Phone: (773) 782-4734 TTY: None,Population: Unknown MAT Treatment: Unknown Funding: Funded,60647,"1866, North Milwaukee Avenue, Bucktown, Logan Square, Chicago, Cook County, Illinois, 60647, United States",41.9152529,-87.68546147785756
Henry's Sober Living House,Recovery Residence - Recovery Home,"8128 S Ellis Ave Chicago, IL 60619",Phone: (773) 752-1300 TTY: None,Population: Adult Male MAT Treatment: None Funding: Funded,60619,"8128, South Ellis Avenue, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",41.74675665,-87.60049959607844
Henry's Sober Living House,Recovery Residence - Recovery Home,"8034 S Ingleside Ave Chicago, IL 60619",Phone: (773) 752-1300 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60619,"8032-8034, South Ingleside Avenue, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",41.74847315,-87.60179894681718
Henry's Sober Living House,Recovery Residence - Recovery Home,"8032 S Ingleside Ave Chicago, IL 60619",Phone: (773) 752-1300 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60619,"8032-8034, South Ingleside Avenue, Chatham, Chicago, Hyde Park Township, Cook County, Illinois, 60619, United States",41.74847315,-87.60179894681718
Henry's Sober Living House,Recovery Residence - Recovery Home,"7143 S Harvard Ave Chicago, IL 60621",Phone: (773) 488-1716 TTY: None,Population: Adult Cook County Jail MAT Treatment: None Funding: Funded,60621,"7143, South Harvard Avenue, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",41.76414165,-87.63315340562355
Henry's Sober Living House,Recovery Residence - Recovery Home,"6634 S Drexel Ave Chicago, IL 60637",Phone: (773) 752-1300 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60637,"6634, South Drexel Avenue, Woodlawn, Chicago, Hyde Park Township, Cook County, Illinois, 60637, United States",41.77390885,-87.60362749356796
Maryville Academy,Recovery Residence - Recovery Home,"1658 W Grand Ave Chicago, IL 60622",Phone: (312) 491-3500 TTY: None,Population: Unknown MAT Treatment: Unknown Funding: Funded,60622,"1658, West Grand Avenue, West Town, Chicago, Cook County, Illinois, 60622, United States",41.891276399999995,-87.66935273831405
N' The Spirit Transformational Living,Recovery Residence - Recovery Home,"7225 S Yale Ave Chicago, IL 60621",Phone: (773) 892-3155 TTY: None,"Population: Adult Female MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60621,"7225, South Yale Avenue, Greater Grand Crossing, Chicago, Lake Township, Cook County, Illinois, 60621, United States",41.76277115,-87.63066953124834
Prentice Earl / DBA Prentice Place,Recovery Residence - Recovery Home,"255 W 112th Pl Chicago, IL 60628",Phone: (773) 928-7206 TTY: None,Population: IDOC-involved Adult Male MAT Treatment: None Funding: Unfunded,60628,"255, West 112th Place, Roseland, Chicago, Lake Township, Cook County, Illinois, 60628, United States",41.6895933,-87.63000134646282
Prentice Earl / DBA Prentice Place,Recovery Residence - Recovery Home,"10710 S Wentworth Ave Chicago, IL 60628",Phone: (773) 468-0016 TTY: None,Population: IDOC-involved Adult Male MAT Treatment: None Funding: Unfunded,60628,"10710, South Wentworth Avenue, Roseland, Chicago, Lake Township, Cook County, Illinois, 60628, United States",41.69939375,-87.62832017381604
"Rosecrance, Inc.",Recovery Residence - Recovery Home,"1556 W Waveland Ave Chicago, IL 60613",Phone: (815) 391-1000 TTY: None,"Population: Adult Male and Female MAT Treatment: Buprenorphine, Injectable Naltrexone Funding: Funded",60613,"1556, West Waveland Avenue, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.948903,-87.668466
St. Leonard's Ministries,Recovery Residence - Recovery Home,"2100 W Warren Blvd Chicago, IL 60612",Phone: (312) 738-1414 TTY: None,Population: Adult Male MAT Treatment: None Funding: Unfunded,60612,"St. Leonard's House, 2100, West Warren Boulevard, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.8823982,-87.67928931871188
St. Leonard's Ministries,Recovery Residence - Recovery Home,"2110 W Warren Blvd Chicago, IL 60612",Phone: (312) 738-1414 TTY: None,Population: Adult Male MAT Treatment: None Funding: Unfunded,60612,"St. Leonard's House, 2110, West Warren Boulevard, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.8824113,-87.67960388446022
Yana House,Recovery Residence - Recovery Home,"7120 S Normal Blvd Chicago, IL 60621",Phone: (773) 874-7120 TTY: None,"Population: Adult Male MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60621,"7120, South Normal Boulevard, Becks Park, Englewood, Chicago, Lake Township, Cook County, Illinois, 60621, United States",41.7646807,-87.63739111636687
Yana House,Recovery Residence - Recovery Home,"4150 W Carroll Ave Chicago, IL 60624",Phone: (773) 874-7120 TTY: None,"Population: Young Male 17-26 MAT Treatment: Methadone, Buprenorphine, Injectable Naltrexone Funding: Funded",60624,"4150, West Carroll Avenue, Central Park, West Garfield Park, Chicago, Cook County, Illinois, 60624, United States",41.8869777,-87.73031310035876
AAU DRS Office - Remote Staff Available,Rehabilitation Services,"8616 S Pulaski Rd, Chicago, IL 60652",Phone: (773) 838-5030 TTY: (708) 857-2378 Fax: (773) 838-5039,,60652,"8616, South Pulaski Road, Clarkdale, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",41.73642365965315,-87.72159529060711
Avalon Park DRS Office - Remote Staff Available,Rehabilitation Services,"8840 South Stony Island Avenue Chicago, IL 60617",Phone: (773) 768-6700 TTY: (888) 261-8562 Fax: (773) 768-0467,,60617,"8840, South Stony Island Avenue, Calumet Heights, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",41.733923250000004,-87.58584219526986
Ford City DRS Office - Remote Staff Available,Rehabilitation Services,"7600 South Pulaski Road Chicago, IL 60652",Phone: (773) 838-5745 TTY: (888) 261-8570 Fax: (773) 838-5748,,60652,"Liberty Tax, 7600, South Pulaski Road, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",41.7543828,-87.7232434
North Pulaski DRS Office - Remote Staff Available,Rehabilitation Services,"743 North Pulaski Road Chicago, IL 60624",Phone: (773) 638-3070 TTY: (888) 340-0897 Fax: (773) 638-3079,This office only provides Vocational Rehabilitation (VR) services.,60624,"743, North Pulaski Road, Humboldt Park, Chicago, Cook County, Illinois, 60624, United States",41.8945745605204,-87.72594870232709
South Pulaski DRS Office - Remote Staff Available,Rehabilitation Services,"8600 S Pulaski Rd Chicago, IL 60652",Phone: (773) 838-5660 TTY: (888) 440-8982 Fax: (773) 838-5693,This office only provides Home Services (HSP).,60652,"8600-8634, South Pulaski Road, Clarkdale, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",41.73597605,-87.72192781446977
Wood Street DRS Office - Remote Staff Available,Rehabilitation Services,"1151 S Wood St Chicago, IL 60612",Phone: (312) 633-3570 TTY: (888) 261-7913 Fax: (312) 633-3541,,60612,"1151, South Wood Street, Illinois Medical District, Near West Side, Chicago, Cook County, Illinois, 60608, United States",41.86833034693878,-87.67128248979593
Illinois Center for Rehabilitation & Education - Roosevelt - Temporarily Closed,Residential Schools,"1950 W Roosevelt Rd Chicago, IL 60612",Phone: (312) 433-3100 TTY: (888) 261-8561   Website: http://www.icre-roosevelt.org/,,60612,"Illinois Center for Rehabilitation and Education, 1950, West Roosevelt Road, Illinois Medical District, Near West Side, Chicago, Cook County, Illinois, 60612, United States",41.86731865,-87.67498674154926
Chicago Read Mental Health Center,State Psychiatric Hospitals,"4200 N Oak Park Ave Chicago, IL 60634",Phone: (773) 794-4000 TTY: None,,60634,"Chicago-Read Mental Health Center, 4200, North Oak Park Avenue, Dunning, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",41.95541455,-87.79998391280549
CVS PHARMACY #01054,WIC Authorized Specialty Formula Retailers,"101 N CLINTON ST CHICAGO, IL 60661",Phone: (312) 234-9206 TTY: None,,60661,"CVS Pharmacy, 101, North Clinton Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60661, United States",41.8835567,-87.6410039
CVS PHARMACY #02664,WIC Authorized Specialty Formula Retailers,"11 E 14TH ST CHICAGO HEIGHTS, IL 60411",Phone: (708) 756-5441 TTY: None,,60411,"CVS Pharmacy, 11, Lincoln Highway, Indian Hill, Chicago Heights, Bloom Township, Cook County, Illinois, 60411, United States",41.50680745,-87.64062862830977
CVS PHARMACY #02798,WIC Authorized Specialty Formula Retailers,"3951 W 103RD ST CHICAGO, IL 60655",Phone: (773) 881-3359 TTY: None,,60655,"CVS Pharmacy, 3951, West 103rd Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",41.7053633,-87.72023559127297
CVS PHARMACY #02845,WIC Authorized Specialty Formula Retailers,"1930 W 103RD ST CHICAGO, IL 60643",Phone: (773) 239-8041 TTY: None,,60643,"CVS Pharmacy, 1930, West 103rd Street, Beverly, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.70691055,-87.67006327446809
CVS PHARMACY #02846,WIC Authorized Specialty Formula Retailers,"8639 S CICERO AVE CHICAGO, IL 60652",Phone: (773) 284-6322 TTY: None,,60652,"CVS Pharmacy, 8639, South Cicero Avenue, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60652, United States",41.7354375,-87.7405332089198
CVS PHARMACY #02862,WIC Authorized Specialty Formula Retailers,"3944 N WESTERN AVE CHICAGO, IL 60618",Phone: (773) 279-7600 TTY: None,,60618,"CVS Pharmacy, 3944, North Western Avenue, North Center, Chicago, Lake View Township, Cook County, Illinois, 60618, United States",41.95338175,-87.68878935216301
CVS PHARMACY #02935,WIC Authorized Specialty Formula Retailers,"8712 S STONY ISLAND AVE CHICAGO, IL 60617",Phone: (773) 933-9200 TTY: None,,60617,"8712, South Stony Island Avenue, Calumet Heights, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",41.73659526530612,-87.58574120408163
CVS PHARMACY #03170,WIC Authorized Specialty Formula Retailers,"6417 W HIGGINS AVE CHICAGO, IL 60656",Phone: (773) 631-5906 TTY: None,,60656,"6417, West Higgins Avenue, Norwood Park, Chicago, Jefferson Township, Cook County, Illinois, 60656, United States",41.97640524047016,-87.78850874607407
CVS PHARMACY #03742,WIC Authorized Specialty Formula Retailers,"121 W KINZIE ST CHICAGO, IL 60610",Phone: (312) 970-2881 TTY: None,,60610,"121, West Kinzie Street, River North, Near North Side, Chicago, Cook County, Illinois, 60654, United States",41.88911402281693,-87.63195699778214
CVS PHARMACY #04793,WIC Authorized Specialty Formula Retailers,"1211 W ROOSEVELT RD CHICAGO, IL 60608",Phone: (312) 733-0147 TTY: None,,60608,"CVS Pharmacy, 1211, West Roosevelt Road, University Village/Little Italy, Near West Side, Chicago, Cook County, Illinois, 60608, United States",41.8665025,-87.6569657
CVS PHARMACY #04979,WIC Authorized Specialty Formula Retailers,"7855 S WESTERN AVE CHICAGO, IL 60620",Phone: (773) 436-6000 TTY: None,,60620,"7855, South Western Avenue, Ashburn, Chicago, Lake Township, Cook County, Illinois, 60620, United States",41.750865,-87.682758
CVS PHARMACY #05482,WIC Authorized Specialty Formula Retailers,"3615 N CENTRAL AVE CHICAGO, IL 60634",Phone: (773) 283-2355 TTY: None,,60634,"CVS Pharmacy, 3615, North Central Avenue, Martin Luther, Portage Park, Chicago, Jefferson Township, Cook County, Illinois, 60634, United States",41.946582199999995,-87.76649441793381
CVS PHARMACY #05681,WIC Authorized Specialty Formula Retailers,"3311 N PULASKI RD CHICAGO, IL 60641",Phone: (773) 685-5260 TTY: None,,60641,"3311, North Pulaski Road, Avondale, Chicago, Jefferson Township, Cook County, Illinois, 60641, United States",41.941439153846154,-87.72714561538461
CVS PHARMACY #05768,WIC Authorized Specialty Formula Retailers,"130 S CANAL ST CHICAGO, IL 60606",Phone: (312) 589-8991 TTY: None,,60606,"130, South Canal Street, Greektown, Near West Side, Chicago, Cook County, Illinois, 60606, United States",41.879831,-87.639734
CVS PHARMACY #06785,WIC Authorized Specialty Formula Retailers,"3343 W MONTROSE AVE CHICAGO, IL 60618",Phone: (773) 279-2929 TTY: None,,60618,"CVS Pharmacy, 3343, West Montrose Avenue, Ravenswood Manor, Irving Park, Chicago, Jefferson Township, Cook County, Illinois, 60618, United States",41.9609715,-87.71235333878425
CVS PHARMACY #08502,WIC Authorized Specialty Formula Retailers,"6315 S PULASKI RD CHICAGO, IL 60629",Phone: (773) 284-7070 TTY: None,,60629,"CVS Pharmacy, 6315, South Pulaski Road, West Lawn, Chicago, Lake Township, Cook County, Illinois, 60629, United States",41.7783414,-87.72237192584825
CVS PHARMACY #08508,WIC Authorized Specialty Formula Retailers,"3156 W 103RD ST CHICAGO, IL 60655",Phone: (773) 238-4941 TTY: None,,60655,"CVS Pharmacy, 3156, West 103rd Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",41.70685,-87.7008238
CVS PHARMACY #08519,WIC Authorized Specialty Formula Retailers,"11055 S WESTERN AVE CHICAGO, IL 60643",Phone: (773) 445-1798 TTY: None,,60643,"CVS Pharmacy, 11055, South Western Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.692657249999996,-87.68078558149847
CVS PHARMACY #08735,WIC Authorized Specialty Formula Retailers,"3940 W FULLERTON AVE CHICAGO, IL 60647",Phone: (773) 486-0343 TTY: None,,60647,"CVS Pharmacy, 3940, West Fullerton Avenue, Pennock, Logan Square, Chicago, Jefferson Township, Cook County, Illinois, 60647, United States",41.92484865,-87.72592645632837
CVS PHARMACY #08737,WIC Authorized Specialty Formula Retailers,"2414 N LINCOLN AVE CHICAGO, IL 60614",Phone: (773) 665-8126 TTY: None,,60614,"2414, North Lincoln Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",41.925808729076856,-87.64942697737658
CVS PHARMACY #08738,WIC Authorized Specialty Formula Retailers,"741 W 31ST ST CHICAGO, IL 60608",Phone: (312) 567-9044 TTY: None,,60608,"CVS Pharmacy, 741, West 31st Street, Bridgeport, Chicago, Cook County, Illinois, 60608, United States",41.8376517,-87.64537322619422
CVS PHARMACY #08740,WIC Authorized Specialty Formula Retailers,"2427 W CHICAGO AVE CHICAGO, IL 60622",Phone: (773) 342-6060 TTY: None,,60622,"CVS Pharmacy, 2427, West Chicago Avenue, Ukrainian Village, West Town, Chicago, Cook County, Illinois, 60622, United States",41.895480899999995,-87.68760408774094
CVS PHARMACY #08741,WIC Authorized Specialty Formula Retailers,"2634 S PULASKI RD CHICAGO, IL 60623",Phone: (773) 522-2622 TTY: None,,60623,"CVS Pharmacy, 2634, South Pulaski Road, Crawford, South Lawndale, Chicago, Cook County, Illinois, 60623, United States",41.8434253,-87.72487429895622
CVS PHARMACY #08747,WIC Authorized Specialty Formula Retailers,"6150 N BROADWAY CHICAGO, IL 60660",Phone: (773) 274-9337 TTY: None,,60660,"CVS Pharmacy, 6150, North Broadway, Edgewater, Chicago, Lake View Township, Cook County, Illinois, 60660, United States",41.99386095,-87.66079962760033
CVS PHARMACY #08750,WIC Authorized Specialty Formula Retailers,"4801 N CENTRAL AVE CHICAGO, IL 60630",Phone: (773) 282-2828 TTY: None,,60630,"CVS Pharmacy, 4801, North Central Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",41.968165150000004,-87.76703653980292
CVS PHARMACY #08751,WIC Authorized Specialty Formula Retailers,"4051 N LINCOLN AVE CHICAGO, IL 60618",Phone: (773) 871-2611 TTY: None,,60618,"MinuteClinic, 4051, North Lincoln Avenue, Cuyler, North Center, Chicago, Lake View Township, Cook County, Illinois, 60618, United States",41.9555013,-87.6791373
CVS PHARMACY #08753,WIC Authorized Specialty Formula Retailers,"3637 N SOUTHPORT AVE CHICAGO, IL 60613",Phone: (773) 347-5282 TTY: None,,60613,"CVS Pharmacy, 3637, North Southport Avenue, Wrigleyville, Lake View, Chicago, Lake View Township, Cook County, Illinois, 60613, United States",41.948237,-87.66368319241383
CVS PHARMACY #08756,WIC Authorized Specialty Formula Retailers,"6200 W HIGGINS AVE CHICAGO, IL 60630",Phone: (773) 775-9316 TTY: None,,60630,"6200, West Higgins Avenue, Colonial Gardens, Jefferson Park, Chicago, Jefferson Township, Cook County, Illinois, 60630, United States",41.975270249999994,-87.78335308943126
CVS PHARMACY #08980,WIC Authorized Specialty Formula Retailers,"6510 N SHERIDAN RD CHICAGO, IL 60626",Phone: (773) 338-4384 TTY: None,,60626,"CVS Pharmacy, 6510, North Sheridan Road, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",42.0005893,-87.6609849
FOOD 4 LESS #552,WIC Authorized Specialty Formula Retailers,"7030 S ASHLAND AVE CHICAGO, IL 60636",Phone: (773) 349-9000 TTY: None,,60636,"Food 4 Less, 7030, South Ashland Avenue, West Englewood, Chicago, Lake Township, Cook County, Illinois, 60636, United States",41.7654918,-87.66448127185417
FOOD 4 LESS #567,WIC Authorized Specialty Formula Retailers,"4821 WEST NORTH AVE CHICAGO, IL 60639",Phone: (773) 235-1783 TTY: None,,60639,"Food 4 Less, 4821, West North Avenue, Beat 2523, Austin, Chicago, Jefferson Township, Cook County, Illinois, 60639, United States",41.908369,-87.7474111
FOOD 4 LESS #568,WIC Authorized Specialty Formula Retailers,"1333 WESTERN AVE CHICAGO HEIGHTS, IL 60411",Phone: (708) 441-6262 TTY: None,,60411,"Food 4 Less, 1333, Western Avenue, Chicago Heights, Bloom Township, Cook County, Illinois, 60411, United States",41.5070628,-87.6718573
FOOD 4 LESS #570,WIC Authorized Specialty Formula Retailers,"112 W 87TH ST CHICAGO, IL 60620",Phone: (773) 358-4180 TTY: None,,60620,"Food 4 Less, 112, West 87th Street, Chatham, Chicago, Lake Township, Cook County, Illinois, 60620, United States",41.7375511,-87.6282472
FOOD 4 LESS #789,WIC Authorized Specialty Formula Retailers,"4620 S DAMEN AVE CHICAGO, IL 60609",Phone: (773) 376-0750 TTY: None,,60609,"Food 4 Less, 4620, South Damen Avenue, Back of the Yards, New City, Chicago, Lake Township, Cook County, Illinois, 60609, United States",41.8095933,-87.6779356455909
JEWEL FOOD STORE #0092,WIC Authorized Specialty Formula Retailers,"1655 E 95TH ST CHICAGO, IL 60617",Phone: (773) 731-9086 TTY: None,,60617,"Jewel-Osco, 1655, East 95th Street, Stony Island, South Deering, Chicago, Hyde Park Township, Cook County, Illinois, 60617, United States",41.7202751,-87.5827723
JEWEL FOOD STORE #0187,WIC Authorized Specialty Formula Retailers,"11730 S MARSHFIELD AVE CHICAGO, IL 60643",Phone: (773) 568-8157 TTY: None,,60643,"Jewel-Osco, 11730, South Marshfield Avenue, Morgan Park, Chicago, Lake Township, Cook County, Illinois, 60643, United States",41.6802481,-87.664606
JEWEL FOOD STORE #0202,WIC Authorized Specialty Formula Retailers,"2550 N CLYBOURN AVE CHICAGO, IL 60614",Phone: (773) 348-6426 TTY: None,,60614,"Jewel-Osco, 2550, North Clybourn Avenue, Lincoln Park, Chicago, Lake View Township, Cook County, Illinois, 60614, United States",41.927246249999996,-87.67450876468534
JEWEL FOOD STORE #1214,WIC Authorized Specialty Formula Retailers,"3128 W 103RD ST CHICAGO, IL 60655",Phone: (773) 238-4444 TTY: None,,60655,"Jewel-Osco, 3128, West 103rd Street, Mount Greenwood, Chicago, Lake Township, Cook County, Illinois, 60655, United States",41.7068679,-87.6999977
JEWEL FOOD STORE #1241,WIC Authorized Specialty Formula Retailers,"1341 N PAULINA ST CHICAGO, IL 60622",Phone: (773) 342-3410 TTY: None,,60622,"Jewel-Osco, 1341, North Paulina Street, Wicker Park, West Town, Chicago, Cook County, Illinois, 60622, United States",41.9065353,-87.6694606
JEWEL FOOD STORE #2508,WIC Authorized Specialty Formula Retailers,"1763 W HOWARD ST CHICAGO, IL 60626",Phone: (773) 274-1287 TTY: None,,60626,"Associated Bank, 1763, West Howard Street, Rogers Park, Chicago, Rogers Park Township, Cook County, Illinois, 60626, United States",42.0177697,-87.6749122
